timestamp_iso,timestamp_ms,temp_c
2025-10-07T00:52:11+00:00,1759798331000,36.91
2025-10-07T01:10:01+00:00,1759799401000,37.22
2025-10-07T01:13:24+00:00,1759799604000,37.11
2025-10-07T01:14:13+00:00,1759799653000,37.2
2025-10-07T01:17:00+00:00,1759799820000,36.91
2025-10-07T01:18:05+00:00,1759799885000,36.84
2025-10-07T01:18:27+00:00,1759799907000,37.09
2025-10-07T01:45:05+00:00,1759801505000,36.77
2025-10-07T01:46:14+00:00,1759801574000,37.24
2025-10-07T01:47:04+00:00,1759801624000,36.9
2025-10-07T01:53:06+00:00,1759801986000,36.75
2025-10-07T01:57:04+00:00,1759802224000,37.17
2025-10-07T02:10:05+00:00,1759803005000,36.91
2025-10-07T02:11:05+00:00,1759803065000,37.38
2025-10-07T02:17:46+00:00,1759803466000,37.02
2025-10-07T02:47:02+00:00,1759805222000,36.92
2025-10-07T02:47:32+00:00,1759805252000,36.89
2025-10-07T02:57:27+00:00,1759805847000,37.36
2025-10-07T03:09:47+00:00,1759806587000,37.22
2025-10-07T03:10:33+00:00,1759806633000,36.75
2025-10-07T03:26:03+00:00,1759807563000,36.99
2025-10-07T03:28:40+00:00,1759807720000,37.17
2025-10-07T03:30:21+00:00,1759807821000,36.65
2025-10-07T03:30:35+00:00,1759807835000,37.19
2025-10-07T03:47:26+00:00,1759808846000,37.36
2025-10-07T03:47:44+00:00,1759808864000,36.89
2025-10-07T03:50:13+00:00,1759809013000,37.34
2025-10-07T03:52:48+00:00,1759809168000,37.44
2025-10-07T03:55:05+00:00,1759809305000,37.46
2025-10-07T03:55:36+00:00,1759809336000,37.51
2025-10-07T04:22:31+00:00,1759810951000,37.21
2025-10-07T04:26:30+00:00,1759811190000,37.52
2025-10-07T04:32:11+00:00,1759811531000,37.45
2025-10-07T04:34:02+00:00,1759811642000,37.2
2025-10-07T04:36:07+00:00,1759811767000,37.35
2025-10-07T04:36:29+00:00,1759811789000,36.87
2025-10-07T04:55:45+00:00,1759812945000,37.55
2025-10-07T05:15:43+00:00,1759814143000,36.83
2025-10-07T05:19:57+00:00,1759814397000,37.71
2025-10-07T05:27:14+00:00,1759814834000,36.92
2025-10-07T05:32:58+00:00,1759815178000,37.16
2025-10-07T05:36:24+00:00,1759815384000,37.46
2025-10-07T05:39:12+00:00,1759815552000,37.5
2025-10-07T05:40:41+00:00,1759815641000,37.35
2025-10-07T05:54:19+00:00,1759816459000,37.06
2025-10-07T05:58:40+00:00,1759816720000,36.94
2025-10-07T06:09:26+00:00,1759817366000,36.98
2025-10-07T06:10:33+00:00,1759817433000,37.07
2025-10-07T06:16:02+00:00,1759817762000,37.24
2025-10-07T06:19:09+00:00,1759817949000,36.63
2025-10-07T06:23:10+00:00,1759818190000,37.26
2025-10-07T06:25:38+00:00,1759818338000,37.85
2025-10-07T06:37:00+00:00,1759819020000,37.03
2025-10-07T06:54:30+00:00,1759820070000,37.03
2025-10-07T06:56:15+00:00,1759820175000,37.2
2025-10-07T07:02:04+00:00,1759820524000,37.05
2025-10-07T07:02:06+00:00,1759820526000,37.08
2025-10-07T07:10:55+00:00,1759821055000,36.54
2025-10-07T07:16:01+00:00,1759821361000,37.09
2025-10-07T07:23:22+00:00,1759821802000,36.89
2025-10-07T07:30:44+00:00,1759822244000,36.72
2025-10-07T07:36:16+00:00,1759822576000,37.21
2025-10-07T07:42:57+00:00,1759822977000,36.68
2025-10-07T07:50:30+00:00,1759823430000,37.07
2025-10-07T07:59:17+00:00,1759823957000,36.9
2025-10-07T08:02:33+00:00,1759824153000,36.85
2025-10-07T08:10:03+00:00,1759824603000,37.05
2025-10-07T08:10:20+00:00,1759824620000,36.67
2025-10-07T08:13:26+00:00,1759824806000,36.39
2025-10-07T08:18:01+00:00,1759825081000,36.79
2025-10-07T08:30:02+00:00,1759825802000,36.64
2025-10-07T08:36:57+00:00,1759826217000,36.96
2025-10-07T08:40:57+00:00,1759826457000,36.72
2025-10-07T08:50:34+00:00,1759827034000,36.94
2025-10-07T09:05:26+00:00,1759827926000,36.49
2025-10-07T09:08:42+00:00,1759828122000,36.63
2025-10-07T09:13:01+00:00,1759828381000,37.29
2025-10-07T09:14:51+00:00,1759828491000,36.85
2025-10-07T09:15:08+00:00,1759828508000,36.69
2025-10-07T09:17:15+00:00,1759828635000,36.64
2025-10-07T09:22:06+00:00,1759828926000,36.47
2025-10-07T09:25:16+00:00,1759829116000,36.89
2025-10-07T09:25:46+00:00,1759829146000,36.82
2025-10-07T09:29:22+00:00,1759829362000,36.58
2025-10-07T09:42:27+00:00,1759830147000,36.5
2025-10-07T09:48:11+00:00,1759830491000,36.81
2025-10-07T10:09:00+00:00,1759831740000,36.94
2025-10-07T10:18:01+00:00,1759832281000,36.73
2025-10-07T10:23:21+00:00,1759832601000,36.67
2025-10-07T10:28:53+00:00,1759832933000,36.22
2025-10-07T10:41:19+00:00,1759833679000,36.96
2025-10-07T10:44:12+00:00,1759833852000,37.08
2025-10-07T10:44:59+00:00,1759833899000,36.65
2025-10-07T10:55:06+00:00,1759834506000,36.35
2025-10-07T11:02:22+00:00,1759834942000,36.52
2025-10-07T11:04:00+00:00,1759835040000,36.61
2025-10-07T11:16:54+00:00,1759835814000,36.21
2025-10-07T11:23:58+00:00,1759836238000,36.06
2025-10-07T11:31:29+00:00,1759836689000,36.02
2025-10-07T11:33:09+00:00,1759836789000,36.49
2025-10-07T11:46:09+00:00,1759837569000,36.38
2025-10-07T11:51:08+00:00,1759837868000,36.61
2025-10-07T12:05:03+00:00,1759838703000,36.54
2025-10-07T12:05:06+00:00,1759838706000,36.1
2025-10-07T12:10:43+00:00,1759839043000,36.48
2025-10-07T12:11:38+00:00,1759839098000,36.59
2025-10-07T12:12:19+00:00,1759839139000,36.31
2025-10-07T12:28:29+00:00,1759840109000,36.41
2025-10-07T12:34:18+00:00,1759840458000,36.13
2025-10-07T12:36:59+00:00,1759840619000,36.57
2025-10-07T12:54:24+00:00,1759841664000,36.23
2025-10-07T12:57:30+00:00,1759841850000,35.83
2025-10-07T13:00:25+00:00,1759842025000,35.77
2025-10-07T13:03:22+00:00,1759842202000,36.61
2025-10-07T13:14:05+00:00,1759842845000,35.98
2025-10-07T13:16:09+00:00,1759842969000,35.83
2025-10-07T13:17:48+00:00,1759843068000,36.49
2025-10-07T13:28:24+00:00,1759843704000,35.67
2025-10-07T13:30:33+00:00,1759843833000,36.18
2025-10-07T13:31:28+00:00,1759843888000,36.36
2025-10-07T13:35:07+00:00,1759844107000,36.1
2025-10-07T13:50:55+00:00,1759845055000,36.37
2025-10-07T14:09:54+00:00,1759846194000,36.13
2025-10-07T14:14:29+00:00,1759846469000,35.57
2025-10-07T14:18:47+00:00,1759846727000,36.46
2025-10-07T14:27:32+00:00,1759847252000,36.07
2025-10-07T14:36:40+00:00,1759847800000,35.77
2025-10-07T14:40:27+00:00,1759848027000,35.68
2025-10-07T14:45:58+00:00,1759848358000,36.04
2025-10-07T15:04:51+00:00,1759849491000,36.63
2025-10-07T15:05:52+00:00,1759849552000,36.17
2025-10-07T15:08:43+00:00,1759849723000,36.34
2025-10-07T15:16:13+00:00,1759850173000,35.99
2025-10-07T15:32:24+00:00,1759851144000,35.84
2025-10-07T15:40:00+00:00,1759851600000,35.97
2025-10-07T15:40:12+00:00,1759851612000,35.73
2025-10-07T15:40:46+00:00,1759851646000,35.69
2025-10-07T15:46:59+00:00,1759852019000,35.97
2025-10-07T16:06:31+00:00,1759853191000,36.39
2025-10-07T16:07:46+00:00,1759853266000,35.67
2025-10-07T16:35:19+00:00,1759854919000,35.63
2025-10-07T16:39:23+00:00,1759855163000,36.15
2025-10-07T16:42:04+00:00,1759855324000,36.08
2025-10-07T16:44:58+00:00,1759855498000,36.26
2025-10-07T16:48:53+00:00,1759855733000,35.86
2025-10-07T16:50:17+00:00,1759855817000,35.61
2025-10-07T17:00:14+00:00,1759856414000,35.71
2025-10-07T17:00:41+00:00,1759856441000,36.27
2025-10-07T17:07:45+00:00,1759856865000,35.97
2025-10-07T17:14:31+00:00,1759857271000,36.25
2025-10-07T17:26:06+00:00,1759857966000,35.99
2025-10-07T17:28:12+00:00,1759858092000,35.98
2025-10-07T17:36:58+00:00,1759858618000,36.06
2025-10-07T17:42:31+00:00,1759858951000,36.11
2025-10-07T17:48:24+00:00,1759859304000,35.85
2025-10-07T17:49:40+00:00,1759859380000,36.31
2025-10-07T17:55:37+00:00,1759859737000,36.07
2025-10-07T17:58:01+00:00,1759859881000,36.09
2025-10-07T18:15:12+00:00,1759860912000,36.14
2025-10-07T18:23:02+00:00,1759861382000,36.7
2025-10-07T18:23:48+00:00,1759861428000,35.88
2025-10-07T18:48:15+00:00,1759862895000,36.06
2025-10-07T18:50:07+00:00,1759863007000,35.92
2025-10-07T18:55:34+00:00,1759863334000,36.48
2025-10-07T19:06:29+00:00,1759863989000,36.23
2025-10-07T19:08:13+00:00,1759864093000,36.52
2025-10-07T19:08:41+00:00,1759864121000,36.05
2025-10-07T19:17:02+00:00,1759864622000,35.88
2025-10-07T19:22:06+00:00,1759864926000,36.02
2025-10-07T19:29:32+00:00,1759865372000,36.4
2025-10-07T19:38:47+00:00,1759865927000,36.53
2025-10-07T19:51:37+00:00,1759866697000,36.55
2025-10-07T19:53:33+00:00,1759866813000,35.94
2025-10-07T19:58:31+00:00,1759867111000,36.04
2025-10-07T19:58:57+00:00,1759867137000,36.16
